Date, APL.1, APL.2, APL.3, APL.4, APL.5, APL.6, APL.7, APL.8, APL.9, APL.10, APL.11, APL.12
2024-11-01 22:47:36,992.59,24.48,24.48,24.48,5.4,1.1,1.0,13.373241,4.84e-1,1.137,0.0,10.68
2024-11-01 22:47:42,992.54,24.48,24.48,24.48,22.6,5.7,1.0,13.373241,5.245,20.399,0.0,10.64
2024-11-01 22:47:48,992.5,24.48,24.48,24.48,33.8,8.6,1.0,13.373241,8.385,32.34,0.0,10.64
2024-11-01 22:47:54,992.48,24.48,24.48,24.48,41.1,10.4,1.0,13.373241,10.505,40.147,0.0,10.63
2024-11-01 22:48:00,992.5,24.48,24.48,24.48,45.9,11.6,1.0,13.373241,11.806,45.282,0.0,10.63
2024-11-01 22:48:06,992.51,24.48,24.48,24.48,49.1,12.5,1.0,13.373241,12.619,48.646,0.0,10.63
2024-11-01 22:48:12,992.48,24.48,24.48,24.48,51.1,13.0,1.0,13.373241,13.224,50.889,0.0,10.63
2024-11-01 22:48:18,981.91,24.48,24.48,24.48,52.5,13.3,1.0,13.373241,13.595,52.393,0.0,9.94
2024-11-01 22:48:24,969.57,22.19,24.48,24.48,53.2,13.7,1.0,13.2416,13.821,53.338,0.0,9.94
2024-11-01 22:48:30,957.58,22.33,24.48,24.48,53.9,13.8,1.0,13.253036,13.978,53.991,0.0,7.41
2024-11-01 22:48:36,946.21,22.13,24.48,24.48,54.5,13.9,1.0,13.239261,14.093,54.378,0.0,7.41
2024-11-01 22:48:42,935.25,22.2,24.48,24.48,54.7,13.9,1.0,13.2443,14.162,54.663,0.0,6.82
2024-11-01 22:48:48,924.63,22.16,24.48,24.48,54.8,13.9,1.0,13.240755,14.204,54.81,0.0,6.82
2024-11-01 22:48:54,914.53,22.22,24.48,24.48,54.7,13.9,1.0,13.244193,14.203,54.823,0.0,6.44
2024-11-01 22:49:00,904.81,22.25,24.48,24.48,54.7,13.8,1.0,13.244507,14.206,54.835,0.0,6.44
2024-11-01 22:49:06,895.39,22.21,24.48,24.48,54.6,14.1,1.0,13.243118,14.208,54.835,0.0,6.44
2024-11-01 22:49:12,886.2,22.36,24.48,24.48,54.8,14.0,1.0,13.2519,14.201,54.846,0.0,6.11
2024-11-01 22:49:18,877.34,22.22,24.48,24.48,54.8,14.0,1.0,13.243408,14.206,54.829,0.0,6.11
2024-11-01 22:49:24,868.61,22.14,24.48,24.48,54.7,13.9,1.0,13.238922,14.204,54.805,0.0,5.81
2024-11-01 22:49:30,860.12,22.24,24.48,24.48,54.9,13.9,1.0,13.244862,14.202,54.822,0.0,5.81
2024-11-01 22:49:36,851.82,22.13,24.48,24.48,54.7,14.0,1.0,13.2386,14.205,54.805,0.0,5.53
2024-11-01 22:49:42,843.64,22.2,24.48,24.48,54.6,14.0,1.0,13.241614,14.203,54.811,0.0,5.53
2024-11-01 22:49:48,835.61,22.2,24.48,24.48,54.7,13.9,1.0,13.242298,14.205,54.824,0.0,5.24
2024-11-01 22:49:54,827.67,22.3,24.48,24.48,54.7,14.1,1.0,13.248412,14.202,54.836,0.0,5.24
2024-11-01 22:50:00,819.89,22.37,24.48,24.48,54.6,14.0,1.0,13.251998,14.198,54.835,0.0,4.98
2024-11-01 22:50:06,812.26,22.29,24.48,24.48,54.8,13.9,1.0,13.246978,14.206,54.841,0.0,4.98
2024-11-01 22:50:12,804.65,22.17,24.48,24.48,54.7,13.9,1.0,13.24026,14.204,54.809,0.0,4.69
2024-11-01 22:50:18,797.19,22.15,24.48,24.48,54.7,14.0,1.0,13.239004,14.208,54.821,0.0,4.69
2024-11-01 22:50:24,789.78,22.23,24.48,24.48,54.8,13.9,1.0,13.245642,14.198,54.808,0.0,4.42
2024-11-01 22:50:30,782.49,22.28,24.48,24.48,54.9,14.0,1.0,13.246479,14.204,54.836,0.0,4.42
2024-11-01 22:50:36,775.27,22.21,24.48,24.48,54.7,13.9,1.0,13.242213,14.21,54.841,0.0,4.16
2024-11-01 22:50:42,768.16,22.34,24.48,24.48,54.7,13.9,1.0,13.248233,14.213,54.879,0.0,4.16
2024-11-01 22:50:48,761.12,22.31,24.48,24.48,54.8,14.0,1.0,13.248728,14.21,54.866,0.0,4.16
2024-11-01 22:50:54,754.16,22.28,24.48,24.48,54.7,14.0,1.0,13.246665,14.211,54.863,0.0,3.89
2024-11-01 22:51:00,747.26,22.33,24.48,24.48,54.8,13.9,1.0,13.249613,14.208,54.864,0.0,3.89
2024-11-01 22:51:06,740.38,22.31,24.48,24.48,54.7,14.1,1.0,13.247806,14.209,54.861,0.0,3.61
2024-11-01 22:51:12,733.62,22.28,24.48,24.48,54.8,14.0,1.0,13.246286,14.208,54.851,0.0,3.61
2024-11-01 22:51:18,726.92,22.32,24.48,24.48,54.8,14.0,1.0,13.248923,14.211,54.874,0.0,3.34
2024-11-01 22:51:24,720.27,22.21,24.48,24.48,54.7,14.0,1.0,13.242248,14.208,54.834,0.0,3.34
2024-11-01 22:51:30,713.71,22.35,24.48,24.48,54.7,13.9,1.0,13.249487,14.21,54.872,0.0,3.09
2024-11-01 22:51:36,707.21,22.34,24.48,24.48,54.7,14.0,1.0,13.249903,14.207,54.86,0.0,3.09
2024-11-01 22:51:42,700.76,22.35,24.48,24.48,54.7,14.0,1.0,13.25085,14.202,54.846,0.0,2.82
2024-11-01 22:51:48,694.44,22.28,24.48,24.48,54.7,14.0,1.0,13.246119,14.205,54.838,0.0,2.82
2024-11-01 22:51:54,688.1,22.34,24.48,24.48,54.7,13.9,1.0,13.249771,14.198,54.837,0.0,2.55
2024-11-01 22:52:00,681.82,22.37,24.48,24.48,54.9,13.9,1.0,13.251925,14.206,54.866,0.0,2.55
2024-11-01 22:52:06,675.6,22.49,24.48,24.48,54.9,14.0,1.0,13.258305,14.202,54.875,0.0,2.27
2024-11-01 22:52:12,669.47,22.25,24.48,24.48,54.6,13.9,1.0,13.245028,14.206,54.838,0.0,2.27
2024-11-01 22:52:18,663.37,22.45,24.48,24.48,54.6,14.0,1.0,13.25654,14.202,54.867,0.0,2.27
2024-11-01 22:52:24,657.4,22.36,24.48,24.48,54.6,13.9,1.0,13.251658,14.205,54.86,0.0,2.0
2024-11-01 22:52:30,651.35,22.3,24.48,24.48,54.7,13.9,1.0,13.2481,14.204,54.843,0.0,2.0
2024-11-01 22:52:36,645.41,22.35,24.48,24.48,54.6,13.9,1.0,13.250675,14.204,54.851,0.0,1.74
2024-11-01 22:52:42,639.54,22.3,24.48,24.48,54.7,14.0,1.0,13.247229,14.205,54.843,0.0,1.74
2024-11-01 22:52:48,633.78,22.35,24.48,24.48,54.7,13.9,1.0,13.250277,14.199,54.833,0.0,1.46
2024-11-01 22:52:54,628.06,22.36,24.48,24.48,54.8,13.9,1.0,13.251343,14.204,54.858,0.0,1.46
2024-11-01 22:53:00,622.37,22.35,24.48,24.48,55.0,13.9,1.0,13.250403,14.212,54.882,0.0,1.19
2024-11-01 22:53:06,616.69,22.36,24.48,24.48,54.8,13.9,1.0,13.252788,14.212,54.894,0.0,1.19
2024-11-01 22:53:12,611.12,22.43,24.48,24.48,54.7,14.0,1.0,13.255243,14.212,54.901,0.0,9.2e-1
2024-11-01 22:53:18,605.57,22.4,24.48,24.48,54.9,13.8,1.0,13.253342,14.212,54.895,0.0,9.2e-1
2024-11-01 22:53:24,600.0,22.33,24.48,24.48,54.7,14.0,1.0,13.248809,14.21,54.868,0.0,6.5e-1
2024-11-01 22:53:30,594.5,22.41,24.48,24.48,54.7,13.9,1.0,13.25405,14.208,54.891,0.0,6.5e-1
2024-11-01 22:53:36,589.19,22.39,24.48,24.48,54.8,13.9,1.0,13.253073,14.211,54.888,0.0,3.7e-1
2024-11-01 22:53:42,583.87,22.4,24.48,24.48,54.8,14.0,1.0,13.253979,14.212,54.897,0.0,3.7e-1
2024-11-01 22:53:48,578.56,22.51,24.48,24.48,54.7,13.9,1.0,13.259735,14.212,54.92,0.0,1.0e-1
2024-11-01 22:53:54,573.38,22.46,24.48,24.48,54.8,14.0,1.0,13.257434,14.212,54.91,0.0,1.0e-1
2024-11-01 22:54:00,568.15,22.41,24.48,24.48,54.7,13.9,1.0,13.253794,14.212,54.896,0.0,1.0e-1
2024-11-01 22:54:06,562.97,22.55,24.48,24.48,54.9,13.9,1.0,13.261761,14.207,54.908,0.0,-1.5e-1
2024-11-01 22:54:12,557.85,22.4,24.48,24.48,54.8,13.9,1.0,13.253024,14.21,54.883,0.0,-1.5e-1
2024-11-01 22:54:18,552.82,22.52,24.48,24.48,54.7,13.9,1.0,13.258975,14.206,54.893,0.0,-3.9e-1
2024-11-01 22:54:24,547.84,22.44,24.48,24.48,54.8,13.8,1.0,13.253618,14.211,54.891,0.0,-3.9e-1
2024-11-01 22:54:30,542.85,22.51,24.48,24.48,54.9,14.0,1.0,13.259719,14.207,54.902,0.0,-6.3e-1
2024-11-01 22:54:36,537.94,22.51,24.48,24.48,54.7,13.9,1.0,13.259837,14.211,54.918,0.0,-6.3e-1
2024-11-01 22:54:42,533.11,22.43,24.48,24.48,54.7,13.9,1.0,13.254877,14.212,54.891,0.0,-8.8e-1
2024-11-01 22:54:48,528.22,22.45,24.48,24.48,54.9,13.9,1.0,13.256433,14.21,54.899,0.0,-8.8e-1
2024-11-01 22:54:54,523.44,22.59,24.48,24.48,54.8,13.9,1.0,13.264224,14.2,54.891,0.0,-1.12
2024-11-01 22:55:00,518.68,22.47,24.48,24.48,54.8,13.9,1.0,13.25671,14.209,54.896,0.0,-1.12
2024-11-01 22:55:06,514.01,22.47,24.48,24.48,54.8,13.8,1.0,13.256476,14.21,54.9,0.0,-1.36
2024-11-01 22:55:12,509.38,22.51,24.48,24.48,54.9,13.9,1.0,13.259119,14.21,54.911,0.0,-1.36
2024-11-01 22:55:18,504.68,22.54,24.48,24.48,54.7,13.9,1.0,13.261127,14.211,54.923,0.0,-1.61
2024-11-01 22:55:24,500.14,22.48,24.48,24.48,54.7,13.9,1.0,13.258715,14.209,54.905,0.0,-1.61
2024-11-01 22:55:30,495.59,22.49,24.48,24.48,54.9,13.8,1.0,13.259124,14.209,54.906,0.0,-1.86
2024-11-01 22:55:36,491.09,22.47,24.48,24.48,54.9,14.0,1.0,13.257705,14.208,54.897,0.0,-1.86
2024-11-01 22:55:42,486.64,22.39,24.48,24.48,54.8,13.9,1.0,13.252849,14.206,54.87,0.0,-1.86
2024-11-01 22:55:48,482.17,22.49,24.48,24.48,54.9,13.9,1.0,13.25836,14.206,54.898,0.0,-2.1
2024-11-01 22:55:54,477.78,22.53,24.48,24.48,54.9,13.8,1.0,13.255431,14.209,54.891,0.0,-2.1
2024-11-01 22:56:00,473.42,22.51,24.48,24.48,54.7,13.9,1.0,13.259143,14.211,54.914,0.0,-2.35
2024-11-01 22:56:06,469.1,22.51,24.48,24.48,54.9,13.9,1.0,13.259663,14.21,54.913,0.0,-2.35
2024-11-01 22:56:12,464.84,22.54,24.48,24.48,54.7,13.8,1.0,13.261494,14.21,54.919,0.0,-2.59
2024-11-01 22:56:18,460.59,22.53,24.48,24.48,54.6,13.9,1.0,13.260775,14.21,54.916,0.0,-2.59
2024-11-01 22:56:24,456.44,22.56,24.48,24.48,89.2,22.0,1.0,13.262168,21.723,84.044,0.0,-2.83
2024-11-01 22:56:30,452.26,22.56,24.48,24.48,115.6,29.0,1.0,13.262168,28.729,112.867,0.0,-2.83
2024-11-01 22:56:36,448.15,22.56,24.48,24.48,133.1,33.7,1.0,13.262168,33.708,131.672,0.0,-3.08
2024-11-01 22:56:42,444.09,22.56,24.48,24.48,144.9,36.7,1.0,13.262168,36.938,143.842,0.0,-3.08
2024-11-01 22:56:48,440.01,22.56,24.48,24.48,152.3,39.1,1.0,13.262168,39.062,151.742,0.0,-3.31
2024-11-01 22:56:54,436.08,22.56,24.48,24.48,157.1,40.3,1.0,13.262168,40.392,156.772,0.0,-3.31
2024-11-01 22:57:00,432.05,22.56,24.48,24.48,159.8,41.1,1.0,13.262168,41.222,160.094,0.0,-3.57
2024-11-01 22:57:06,428.15,22.56,24.48,24.48,162.1,41.7,1.0,13.262168,41.541,162.455,0.0,-3.57
2024-11-01 22:57:12,424.28,22.56,24.48,24.48,163.4,42.0,1.0,13.262168,42.059,164.208,0.0,-3.81
2024-11-01 22:57:18,420.47,24.77,24.48,24.48,165.1,42.5,1.0,13.387358,42.372,165.287,0.0,-3.81
2024-11-01 22:57:24,416.59,24.61,24.48,24.48,164.8,42.5,1.0,13.377861,42.574,165.958,0.0,-3.81
2024-11-01 22:57:30,412.81,24.56,24.48,24.48,165.9,42.5,1.0,13.374621,42.695,166.392,0.0,-4.05
2024-11-01 22:57:36,409.07,24.54,24.48,24.48,166.1,42.7,1.0,13.372696,42.763,166.634,0.0,-4.05
2024-11-01 22:57:42,405.38,24.48,24.48,24.48,166.1,42.6,1.0,13.371519,42.797,166.749,0.0,-4.29
2024-11-01 22:57:48,401.65,24.52,24.48,24.48,166.0,42.8,1.0,13.373194,42.792,166.752,0.0,-4.29
2024-11-01 22:57:54,398.0,24.58,24.48,24.48,166.3,42.7,1.0,13.376266,42.787,166.771,0.0,-4.54
2024-11-01 22:58:00,394.4,24.73,24.48,24.48,166.0,42.7,1.0,13.385932,42.783,166.871,0.0,-4.54
2024-11-01 22:58:06,390.87,24.71,24.48,24.48,165.8,42.6,1.0,13.383502,42.794,166.888,0.0,-4.78
2024-11-01 22:58:12,387.29,24.75,24.48,24.48,166.6,42.6,1.0,13.387134,42.784,166.89,0.0,-4.78
2024-11-01 22:58:18,383.79,24.9,24.48,24.48,166.7,42.6,1.0,13.393581,42.786,166.98,0.0,-5.02
2024-11-01 22:58:24,380.24,24.98,24.48,24.48,166.7,42.6,1.0,13.398418,42.795,167.071,0.0,-5.02
2024-11-01 22:58:30,376.86,24.99,24.48,24.48,166.8,42.6,1.0,13.399501,42.804,167.122,0.0,-5.27
2024-11-01 22:58:36,373.5,25.06,24.48,24.48,166.3,42.5,1.0,13.404601,42.796,167.151,7.0e-3,-5.27
2024-11-01 22:58:42,370.09,25.17,24.48,24.48,166.5,42.7,1.0,13.409403,42.787,167.174,7.0e-3,-5.5
2024-11-01 22:58:48,366.77,25.23,24.48,24.48,167.0,42.6,1.0,13.412806,42.789,167.227,7.0e-3,-5.5
2024-11-01 22:58:54,363.42,25.32,24.48,24.48,166.6,42.6,1.0,13.417738,42.789,167.285,7.0e-3,-5.5
2024-11-01 22:59:00,360.1,25.34,24.48,24.48,166.9,42.7,1.0,13.416946,42.793,167.291,7.0e-3,-5.74
2024-11-01 22:59:06,356.81,26.18,24.48,24.48,166.9,42.6,1.0,13.466805,42.733,167.666,7.0e-3,-5.74
2024-11-01 22:59:12,353.56,26.17,24.48,24.48,167.2,42.9,1.0,13.46512,42.779,167.826,7.0e-3,-5.99
2024-11-01 22:59:18,350.38,26.25,24.48,24.48,167.4,42.7,1.0,13.46973,42.801,167.993,7.0e-3,-5.99
2024-11-01 22:59:24,347.2,26.26,24.48,24.48,167.2,42.6,1.0,13.471548,42.794,167.963,7.0e-3,-6.24
2024-11-01 22:59:30,344.02,26.33,24.48,24.48,167.8,42.6,1.0,13.474798,42.801,168.029,7.0e-3,-6.24
2024-11-01 22:59:36,341.36,26.36,24.48,24.48,167.3,42.7,1.0,13.47654,42.795,168.027,7.0e-3,-6.47
2024-11-01 22:59:42,338.29,26.46,24.48,24.48,167.5,42.6,1.0,13.48177,42.799,168.109,7.0e-3,-6.47
2024-11-01 22:59:48,335.21,26.52,24.48,24.48,167.2,42.6,1.0,13.48508,42.791,168.118,7.0e-3,-6.71
2024-11-01 22:59:54,332.21,26.63,24.48,24.48,168.1,42.8,1.0,13.491378,42.784,168.168,1.0e-2,-6.71
2024-11-01 23:00:00,329.2,26.61,24.48,24.48,167.6,42.8,1.0,13.490283,42.792,168.184,1.0e-2,-6.94
2024-11-01 23:00:06,326.18,26.72,24.48,24.48,167.9,42.6,1.0,13.496937,42.799,168.293,1.0e-2,-6.94
2024-11-01 23:00:12,323.25,26.8,24.48,24.48,167.9,42.8,1.0,13.501625,42.777,168.266,1.0e-2,-7.18
2024-11-01 23:00:18,320.34,27.01,24.48,24.48,168.2,42.7,1.0,13.512867,42.774,168.39,1.0e-2,-7.18
2024-11-01 23:00:24,317.42,27.63,24.48,24.48,167.7,42.6,1.0,13.547873,42.703,168.54,1.0e-2,-7.43
2024-11-01 23:00:30,314.53,28.17,24.48,24.48,168.2,42.7,1.0,13.578203,42.692,168.866,1.0e-2,-7.43
2024-11-01 23:00:36,311.63,28.39,24.48,24.48,168.4,42.6,1.0,13.590533,42.735,169.185,1.0e-2,-7.43
2024-11-01 23:00:42,308.9,28.52,24.48,24.48,169.0,42.7,1.0,13.597569,42.762,169.379,1.0e-2,-7.66
2024-11-01 23:00:48,306.09,28.46,24.48,24.48,169.5,42.7,1.0,13.594172,42.802,169.516,1.0e-2,-7.66
2024-11-01 23:00:54,303.36,28.43,24.48,24.48,169.3,42.7,1.0,13.592836,42.81,169.512,1.0e-2,-7.91
2024-11-01 23:01:00,300.62,28.45,24.48,24.48,169.1,42.8,1.0,13.593613,42.803,169.495,1.0e-2,-7.91
2024-11-01 23:01:06,297.87,28.25,24.48,24.48,169.1,42.8,1.0,13.582584,42.848,169.537,1.0e-2,-8.15
2024-11-01 23:01:12,295.22,28.18,24.48,24.48,169.1,42.8,1.0,13.577861,42.862,169.533,1.0e-2,-8.15
2024-11-01 23:01:18,292.59,28.2,24.48,24.48,168.9,42.8,1.0,13.579913,42.861,169.553,1.0e-2,-8.39
2024-11-01 23:01:24,289.88,28.32,24.48,24.48,168.5,42.8,1.0,13.587849,42.827,169.517,1.0e-2,-8.39
2024-11-01 23:01:30,287.3,28.36,24.48,24.48,168.8,42.8,1.0,13.588916,42.827,169.532,1.0e-2,-8.62
2024-11-01 23:01:36,284.77,28.31,24.48,24.48,169.3,42.8,1.0,13.586004,42.823,169.477,1.0e-2,-8.62
2024-11-01 23:01:42,282.17,28.45,24.48,24.48,169.1,42.8,1.0,13.593843,42.801,169.487,1.0e-2,-8.87
2024-11-01 23:01:48,279.62,28.68,24.48,24.48,169.1,42.7,1.0,13.606771,42.771,169.528,1.0e-2,-8.87
2024-11-01 23:01:54,277.12,28.5,24.48,24.48,168.8,42.7,1.0,13.595844,42.806,169.534,1.0e-2,-9.1
2024-11-01 23:02:00,274.64,28.56,24.48,24.48,168.6,42.8,1.0,13.599482,42.799,169.549,1.0e-2,-9.1
2024-11-01 23:02:06,272.19,28.77,24.48,24.48,168.9,42.8,1.0,13.612408,42.793,169.683,1.0e-2,-9.36
2024-11-01 23:02:12,269.71,28.81,24.48,24.48,168.7,42.8,1.0,13.614158,42.778,169.644,1.0e-2,-9.36
2024-11-01 23:02:18,267.27,28.81,24.48,24.48,169.6,42.7,1.0,13.614447,42.807,169.763,1.0e-2,-9.36
2024-11-01 23:02:24,264.89,28.73,24.48,24.48,169.4,42.8,1.0,13.609369,42.801,169.676,1.0e-2,-9.59
2024-11-01 23:02:30,262.55,28.73,24.48,24.48,168.9,42.8,1.0,13.610062,42.792,169.651,1.0e-2,-9.59
2024-11-01 23:02:36,260.21,29.03,24.48,24.48,169.4,42.7,1.0,13.626572,42.782,169.801,1.0e-2,-9.84
2024-11-01 23:02:42,257.89,29.01,24.48,24.48,169.4,42.8,1.0,13.624294,42.801,169.859,1.0e-2,-9.84
2024-11-01 23:02:48,255.57,29.03,24.48,24.48,169.1,42.8,1.0,13.626174,42.802,169.89,1.0e-2,-10.08
2024-11-01 23:02:54,253.25,29.14,24.48,24.48,169.1,42.7,1.0,13.63248,42.791,169.922,1.0e-2,-10.08
2024-11-01 23:03:00,251.0,29.17,24.48,24.48,169.5,42.7,1.0,13.635275,42.799,169.986,1.0e-2,-10.31
2024-11-01 23:03:06,248.79,29.24,24.48,24.48,169.6,42.7,1.0,13.638782,42.804,170.048,1.0e-2,-10.31
2024-11-01 23:03:12,246.57,29.24,24.48,24.48,170.0,42.7,1.0,13.638792,42.786,169.978,1.0e-2,-10.55
2024-11-01 23:03:18,244.38,29.21,24.48,24.48,169.5,42.7,1.0,13.636717,42.81,170.048,1.0e-2,-10.55
2024-11-01 23:03:24,242.16,29.46,24.48,24.48,170.0,42.8,1.0,13.65097,42.781,170.108,1.0e-2,-10.79
2024-11-01 23:03:30,240.03,29.55,24.48,24.48,170.2,42.7,1.0,13.655979,42.793,170.219,1.0e-2,-10.79
2024-11-01 23:03:36,237.86,29.6,24.48,24.48,170.0,42.7,1.0,13.658701,42.789,170.236,1.0e-2,-11.04
2024-11-01 23:03:42,235.73,29.41,24.48,24.48,169.1,42.7,1.0,13.647506,42.805,170.159,1.0e-2,-11.04
2024-11-01 23:03:48,233.65,29.61,24.48,24.48,169.6,42.7,1.0,13.657772,42.806,170.292,1.0e-2,-11.04
2024-11-01 23:03:54,231.52,29.54,24.48,24.48,169.4,42.7,1.0,13.654943,42.801,170.236,1.0e-2,-11.25
2024-11-01 23:04:00,229.53,29.88,24.48,24.48,169.3,42.7,1.0,13.674942,42.766,170.344,1.0e-2,-11.25
2024-11-01 23:04:06,227.44,29.82,24.48,24.48,169.7,42.8,1.0,13.672081,42.781,170.366,1.0e-2,-11.43
2024-11-01 23:04:12,225.43,29.87,24.48,24.48,169.9,42.8,1.0,13.673981,42.798,170.459,1.0e-2,-11.43
2024-11-01 23:04:18,223.41,30.01,24.48,24.48,170.3,42.8,1.0,13.68154,42.791,170.524,1.0e-2,-11.59
2024-11-01 23:04:24,221.47,30.03,24.48,24.48,170.1,42.7,1.0,13.682829,42.797,170.56,1.0e-2,-11.59
2024-11-01 23:04:30,219.48,30.02,24.48,24.48,170.0,42.7,1.0,13.680052,42.802,170.549,1.0e-2,-11.75
2024-11-01 23:04:36,217.56,30.18,24.48,24.48,169.3,42.7,1.0,13.691452,42.799,170.676,1.0e-2,-11.75
2024-11-01 23:04:42,215.63,30.19,24.48,24.48,169.7,42.7,1.0,13.69154,42.795,170.659,1.0e-2,-11.91
2024-11-01 23:04:48,213.69,30.31,24.48,24.48,169.7,42.7,1.0,13.698578,42.787,170.715,1.0e-2,-11.91
2024-11-01 23:04:54,211.83,30.32,24.48,24.48,170.2,42.7,1.0,13.696898,42.795,170.726,1.0e-2,-11.92
2024-11-01 23:05:00,209.94,30.36,24.48,24.48,170.2,42.7,1.0,13.701738,42.806,170.831,1.0e-2,-11.92
2024-11-01 23:05:06,208.05,30.47,24.48,24.48,170.2,42.8,1.0,13.707685,42.803,170.891,1.0e-2,-11.92
2024-11-01 23:05:12,206.25,30.55,24.48,24.48,171.1,42.7,1.0,13.711494,42.792,170.894,1.0e-2,-11.92
2024-11-01 23:05:18,204.4,30.63,24.48,24.48,170.1,42.7,1.0,13.716187,42.796,170.977,1.0e-2,-11.92
2024-11-01 23:05:24,202.58,30.7,24.48,24.48,169.9,42.7,1.0,13.720657,42.808,171.093,1.0e-2,-11.92
2024-11-01 23:05:30,200.8,30.81,24.48,24.48,170.8,42.6,1.0,13.727219,42.785,171.057,1.0e-2,-11.92
2024-11-01 23:05:36,199.02,30.84,24.48,24.48,170.6,42.7,1.0,13.727585,42.796,171.104,1.0e-2,-11.92
2024-11-01 23:05:42,197.28,30.86,24.48,24.48,170.9,42.6,1.0,13.729606,42.8,171.146,1.0e-2,-11.92
2024-11-01 23:05:48,195.58,30.97,24.48,24.48,170.3,42.7,1.0,13.736191,42.794,171.204,1.0e-2,-11.92
2024-11-01 23:05:54,193.76,31.02,24.48,24.48,170.4,42.8,1.0,13.7383,42.794,171.231,1.0e-2,-11.92
2024-11-01 23:06:00,192.08,31.03,24.48,24.48,170.6,42.7,1.0,13.738917,42.804,171.301,1.0e-2,-11.92
2024-11-01 23:06:06,190.38,31.15,24.48,24.48,170.8,42.6,1.0,13.745659,42.799,171.337,1.0e-2,-11.92
2024-11-01 23:06:12,188.7,31.19,24.48,24.48,170.7,42.7,1.0,13.748077,42.783,171.319,1.0e-2,-11.92
2024-11-01 23:06:18,187.06,31.21,24.48,24.48,171.0,42.7,1.0,13.749702,42.8,171.394,1.0e-2,-11.92
2024-11-01 23:06:24,185.4,31.45,24.48,24.48,171.1,42.8,1.0,13.764468,42.771,171.456,1.0e-2,-11.92
2024-11-01 23:06:30,183.77,31.33,24.48,24.48,170.8,42.6,1.0,13.755749,42.806,171.493,1.0e-2,-11.92
2024-11-01 23:06:36,182.17,31.35,24.48,24.48,171.3,42.8,1.0,13.757559,42.794,171.467,1.0e-2,-11.92
2024-11-01 23:06:42,180.57,31.44,24.48,24.48,170.9,42.7,1.0,13.761936,42.808,171.59,1.0e-2,-11.92
2024-11-01 23:06:48,178.96,31.6,24.48,24.48,171.0,42.8,1.0,13.77186,42.782,171.59,1.0e-2,-11.92
2024-11-01 23:06:54,177.34,31.6,24.48,24.48,170.4,42.7,1.0,13.77072,42.794,171.627,1.0e-2,-11.92
2024-11-01 23:07:00,175.82,31.57,24.48,24.48,171.5,42.6,1.0,13.769466,42.793,171.608,1.0e-2,-13.97
2024-11-01 23:07:06,174.28,31.78,24.48,24.48,171.4,42.6,1.0,13.781352,42.782,171.708,1.0e-2,-13.97
2024-11-01 23:07:12,172.68,31.84,24.48,24.48,171.5,42.7,1.0,13.78462,42.799,171.816,1.0e-2,-14.13
2024-11-01 23:07:18,171.18,31.76,24.48,24.48,170.9,42.7,1.0,13.780176,42.799,171.764,1.0e-2,-14.13
2024-11-01 23:07:24,169.69,31.85,24.48,24.48,170.9,42.8,1.0,13.785186,42.793,171.801,1.0e-2,-14.28
2024-11-01 23:07:30,168.2,31.92,24.48,24.48,171.2,42.7,1.0,13.789633,42.788,171.888,1.0e-2,-14.28
2024-11-01 23:07:36,166.71,32.07,24.48,24.48,171.7,42.8,1.0,13.797225,42.795,171.955,1.0e-2,-14.43
2024-11-01 23:07:42,165.21,32.07,24.48,24.48,170.7,42.7,1.0,13.797565,42.789,171.935,1.0e-2,-14.43
2024-11-01 23:07:48,163.73,32.22,24.48,24.48,171.6,42.6,1.0,13.806247,42.792,172.051,1.0e-2,-14.43
2024-11-01 23:07:54,162.35,32.16,24.48,24.48,171.2,42.7,1.0,13.80255,42.804,172.055,1.0e-2,-14.58
2024-11-01 23:08:00,160.95,32.39,24.48,24.48,171.6,42.6,1.0,13.815593,42.791,172.162,1.0e-2,-14.58
2024-11-01 23:08:06,159.57,32.43,24.48,24.48,171.8,42.7,1.0,13.81768,42.803,172.237,1.0e-2,-14.74
2024-11-01 23:08:12,158.18,32.44,24.48,24.48,171.1,42.7,1.0,13.817991,42.798,172.239,1.0e-2,-14.74
2024-11-01 23:08:18,156.75,32.39,24.48,24.48,171.0,42.7,1.0,13.819179,42.799,172.24,1.0e-2,-14.89
2024-11-01 23:08:24,155.36,32.35,24.48,24.48,171.8,42.7,1.0,13.813513,42.803,172.187,1.0e-2,-14.89
2024-11-01 23:08:30,154.03,32.47,24.48,24.48,171.9,42.7,1.0,13.82038,42.782,172.186,1.0e-2,-15.04
2024-11-01 23:08:36,152.67,32.43,24.48,24.48,171.3,42.7,1.0,13.817912,42.804,172.243,1.0e-2,-15.04
2024-11-01 23:08:42,151.37,32.55,24.48,24.48,171.9,42.6,1.0,13.824404,42.798,172.298,1.0e-2,-15.18
2024-11-01 23:08:48,149.96,32.6,24.48,24.48,172.1,42.6,1.0,13.827078,42.804,172.35,1.0e-2,-15.18
2024-11-01 23:08:54,148.68,32.66,24.48,24.48,172.1,42.6,1.0,13.829983,42.792,172.344,1.0e-2,-15.33
2024-11-01 23:09:00,147.41,32.63,24.48,24.48,172.1,42.7,1.0,13.829109,42.792,172.332,1.0e-2,-15.33
2024-11-01 23:09:06,146.16,32.82,24.48,24.48,171.5,42.6,1.0,13.839427,42.796,172.475,1.0e-2,-15.48
